"County, State",Type,Value
"Dickinson, IA",Temp,43.2
"Dubuque, IA",Temp,46.2
"Emmet, IA",Temp,43.3
"Fayette, IA",Temp,44.2
"Floyd, IA",Temp,44.4
"Franklin, IA",Temp,45.1
"Fremont, IA",Temp,49.6
"Greene, IA",Temp,46.9
"Grundy, IA",Temp,45.8
"Guthrie, IA",Temp,47.1
"Hamilton, IA",Temp,45.6
"Hancock, IA",Temp,44.0
"Hardin, IA",Temp,45.8
"Harrison, IA",Temp,47.7
"Henry, IA",Temp,48.6
"Howard, IA",Temp,43.0
"Humboldt, IA",Temp,44.9
"Ida, IA",Temp,45.7
"Iowa, IA",Temp,47.7
"Jackson, IA",Temp,47.7
"Jasper, IA",Temp,47.9
"Jefferson, IA",Temp,48.6
"Johnson, IA",Temp,47.7
"Jones, IA",Temp,47.5
"Keokuk, IA",Temp,48.4
"Kossuth, IA",Temp,44.1
"Lee, IA",Temp,50.3
"Linn, IA",Temp,46.4
"Louisa, IA",Temp,49.0
"Lucas, IA",Temp,48.7
"Lyon, IA",Temp,43.9
"Madison, IA",Temp,48.0
"Mahaska, IA",Temp,48.6
"Marion, IA",Temp,48.4
"Marshall, IA",Temp,46.8
"Mills, IA",Temp,49.2
"Mitchell, IA",Temp,43.4
"Monona, IA",Temp,47.0
"Monroe, IA",Temp,49.0
"Montgomery, IA",Temp,48.7
"Muscatine, IA",Temp,48.3
"O'Brien, IA",Temp,44.1
"Osceola, IA",Temp,43.2
"Page, IA",Temp,49.5
"Palo Alto, IA",Temp,44.6
"Plymouth, IA",Temp,45.5
"Pocahontas, IA",Temp,45.0
"Polk, IA",Temp,48.2
"Pottawattamie, IA",Temp,48.4
"Poweshiek, IA",Temp,47.6
"Ringgold, IA",Temp,49.0
"Sac, IA",Temp,45.8
"Scott, IA",Temp,48.8
"Shelby, IA",Temp,47.0
"Sioux, IA",Temp,44.5
"Story, IA",Temp,47.0
"Tama, IA",Temp,46.4
"Taylor, IA",Temp,48.9
"Union, IA",Temp,47.9
"Van Buren, IA",Temp,49.1
"Wapello, IA",Temp,49.5
"Warren, IA",Temp,48.6
"Washington, IA",Temp,48.4
"Wayne, IA",Temp,49.0
"Webster, IA",Temp,45.6
"Winnebago, IA",Temp,43.3
"Winneshiek, IA",Temp,43.9
"Woodbury, IA",Temp,46.4
"Worth, IA",Temp,43.2
"Wright, IA",Temp,44.8
"Allen, KS",Temp,55.4
"Anderson, KS",Temp,54.8
"Atchison, KS",Temp,52.6
"Barber, KS",Temp,56.3
"Barton, KS",Temp,52.9
"Bourbon, KS",Temp,55.6
"Brown, KS",Temp,51.7
"Butler, KS",Temp,55.6
"Chase, KS",Temp,54.0
"Chautauqua, KS",Temp,56.7
"Cherokee, KS",Temp,57.3
"Cheyenne, KS",Temp,50.8
"Clark, KS",Temp,56.0
"Clay, KS",Temp,53.2
"Cloud, KS",Temp,52.6
"Coffey, KS",Temp,54.8
"Comanche, KS",Temp,56.0
"Cowley, KS",Temp,56.4
"Crawford, KS",Temp,56.3
"Decatur, KS",Temp,50.9
"Dickinson, KS",Temp,54.2
"Doniphan, KS",Temp,52.2
"Douglas, KS",Temp,54.1
"Edwards, KS",Temp,54.2
"Elk, KS",Temp,55.8
"Ellis, KS",Temp,52.6
"Ellsworth, KS",Temp,53.8
"Finney, KS",Temp,53.4
"Ford, KS",Temp,54.5
"Franklin, KS",Temp,54.5
"Geary, KS",Temp,53.7
"Gove, KS",Temp,52.2
"Graham, KS",Temp,51.9
"Grant, KS",Temp,54.2
"Gray, KS",Temp,53.8
"Greeley, KS",Temp,51.4
"Greenwood, KS",Temp,55.1
"Hamilton, KS",Temp,53.0
"Harper, KS",Temp,56.7
"Harvey, KS",Temp,55.4
"Haskell, KS",Temp,54.1
"Hodgeman, KS",Temp,54.2
"Jackson, KS",Temp,52.4
"Jefferson, KS",Temp,53.4
"Jewell, KS",Temp,51.3
"Johnson, KS",Temp,54.0
"Kearny, KS",Temp,53.4
"Kingman, KS",Temp,55.4
"Kiowa, KS",Temp,54.8
"Labette, KS",Temp,57.1
"Lane, KS",Temp,52.6
"Leavenworth, KS",Temp,53.8
"Lincoln, KS",Temp,53.3
"Linn, KS",Temp,55.1
"Logan, KS",Temp,51.9
"Lyon, KS",Temp,54.2
"Marion, KS",Temp,54.7
"Marshall, KS",Temp,51.5
"McPherson, KS",Temp,54.8
"Meade, KS",Temp,55.4
"Miami, KS",Temp,54.4
"Mitchell, KS",Temp,52.2
"Montgomery, KS",Temp,57.2
"Morris, KS",Temp,53.7
"Morton, KS",Temp,54.6
"Nemaha, KS",Temp,51.3
"Neosho, KS",Temp,56.1
"Ness, KS",Temp,53.4
"Norton, KS",Temp,50.7
"Osage, KS",Temp,54.4
"Osborne, KS",Temp,52.2
"Ottawa, KS",Temp,53.8
"Pawnee, KS",Temp,53.4
"Phillips, KS",Temp,51.1
"Pottawatomie, KS",Temp,52.6
"Pratt, KS",Temp,54.7
"Rawlins, KS",Temp,50.7
"Reno, KS",Temp,54.8
"Republic, KS",Temp,51.4
"Rice, KS",Temp,54.0
"Riley, KS",Temp,53.2
"Rooks, KS",Temp,52.2
"Rush, KS",Temp,53.0
"Russell, KS",Temp,53.2
"Saline, KS",Temp,54.6
"Scott, KS",Temp,52.4
"Sedgwick, KS",Temp,56.3
"Seward, KS",Temp,55.2
"Shawnee, KS",Temp,53.7
"Sheridan, KS",Temp,51.7
"Sherman, KS",Temp,50.8
"Smith, KS",Temp,51.1
"Stafford, KS",Temp,53.6
"Stanton, KS",Temp,54.0
"Stevens, KS",Temp,54.9
"Sumner, KS",Temp,57.0
"Thomas, KS",Temp,51.0
"Trego, KS",Temp,52.3
"Wabaunsee, KS",Temp,53.5
"Wallace, KS",Temp,51.4
"Washington, KS",Temp,51.5
"Wichita, KS",Temp,52.0
"Wilson, KS",Temp,56.4
"Woodson, KS",Temp,55.5
"Wyandotte, KS",Temp,54.1
"Adair, KY",Temp,58.7
"Allen, KY",Temp,58.6
"Anderson, KY",Temp,57.0
"Ballard, KY",Temp,58.4
"Barren, KY",Temp,58.3
"Bath, KY",Temp,55.7
"Bell, KY",Temp,55.9
"Boone, KY",Temp,55.7
"Bourbon, KY",Temp,56.2
"Boyd, KY",Temp,56.3
"Boyle, KY",Temp,56.5
"Bracken, KY",Temp,55.3
"Breathitt, KY",Temp,57.1
"Breckinridge, KY",Temp,56.6
"Bullitt, KY",Temp,57.5
"Butler, KY",Temp,58.4
"Caldwell, KY",Temp,58.0
"Calloway, KY",Temp,59.0
"Campbell, KY",Temp,55.7
"Carlisle, KY",Temp,58.6
"Carroll, KY",Temp,56.6
"Carter, KY",Temp,55.3
"Casey, KY",Temp,57.4
"Christian, KY",Temp,59.1
"Clark, KY",Temp,56.6
"Clay, KY",Temp,57.2
"Clinton, KY",Temp,59.5
"Crittenden, KY",Temp,57.6
"Cumberland, KY",Temp,59.5
"Daviess, KY",Temp,57.0
"Edmonson, KY",Temp,58.4
"Elliott, KY",Temp,55.5
"Estill, KY",Temp,57.1
"Fayette, KY",Temp,56.7
"Fleming, KY",Temp,55.1
"Floyd, KY",Temp,57.5
"Franklin, KY",Temp,57.2
"Fulton, KY",Temp,58.9
"Gallatin, KY",Temp,56.5
"Garrard, KY",Temp,57.0
"Grant, KY",Temp,56.0
"Graves, KY",Temp,58.5
"Grayson, KY",Temp,57.5
"Green, KY",Temp,58.2
"Greenup, KY",Temp,55.5
"Hancock, KY",Temp,56.2
"Hardin, KY",Temp,57.1
"Harlan, KY",Temp,54.9
"Harrison, KY",Temp,56.0
"Hart, KY",Temp,58.0
"Henderson, KY",Temp,57.3
"Henry, KY",Temp,56.6
"Hickman, KY",Temp,58.7
"Hopkins, KY",Temp,58.5
"Jackson, KY",Temp,56.6
"Jefferson, KY",Temp,57.5
"Jessamine, KY",Temp,57.0
"Johnson, KY",Temp,56.9
"Kenton, KY",Temp,55.6
"Knott, KY",Temp,56.8
"Knox, KY",Temp,57.2
"Larue, KY",Temp,57.1
"Laurel, KY",Temp,57.4
"Lawrence, KY",Temp,56.6
"Lee, KY",Temp,57.1
"Leslie, KY",Temp,56.6
"Letcher, KY",Temp,56.1
"Lewis, KY",Temp,54.8
"Lincoln, KY",Temp,56.8
"Livingston, KY",Temp,57.7
"Logan, KY",Temp,58.6
"Lyon, KY",Temp,58.2
"Madison, KY",Temp,57.1
"Magoffin, KY",Temp,56.7
"Marion, KY",Temp,57.1
"Marshall, KY",Temp,58.6
"Martin, KY",Temp,57.3
"Mason, KY",Temp,54.9
"McCracken, KY",Temp,58.2
"McCreary, KY",Temp,57.9
"McLean, KY",Temp,58.0
"Meade, KY",Temp,56.5
"Menifee, KY",Temp,55.7
"Mercer, KY",Temp,56.8
"Metcalfe, KY",Temp,58.0
"Monroe, KY",Temp,58.2
"Montgomery, KY",Temp,56.1
"Morgan, KY",Temp,55.9
"Muhlenberg, KY",Temp,58.4
"Nelson, KY",Temp,57.2
"Nicholas, KY",Temp,55.6
"Ohio, KY",Temp,57.7
"Oldham, KY",Temp,56.5
"Owen, KY",Temp,56.6
"Owsley, KY",Temp,57.3
"Pendleton, KY",Temp,55.8
"Perry, KY",Temp,56.9
"Pike, KY",Temp,57.4
"Powell, KY",Temp,56.6
"Pulaski, KY",Temp,58.2
"Robertson, KY",Temp,55.4
"Rockcastle, KY",Temp,57.0
"Rowan, KY",Temp,54.8
"Russell, KY",Temp,59.0
"Scott, KY",Temp,56.6
"Shelby, KY",Temp,56.6
"Simpson, KY",Temp,58.8
"Spencer, KY",Temp,57.0
"Taylor, KY",Temp,57.7
"Todd, KY",Temp,58.9
"Trigg, KY",Temp,59.0
"Trimble, KY",Temp,56.2
"Union, KY",Temp,57.4
"Warren, KY",Temp,59.0
"Washington, KY",Temp,56.8
"Wayne, KY",Temp,59.0
"Webster, KY",Temp,57.8
"Whitley, KY",Temp,57.4
"Wolfe, KY",Temp,56.4
"Woodford, KY",Temp,57.1
"Acadia, LA",Temp,68.7
"Allen, LA",Temp,68.0
"Ascension, LA",Temp,69.3
"Assumption, LA",Temp,70.1
"Avoyelles, LA",Temp,67.0
"Beauregard, LA",Temp,68.1
"Bienville, LA",Temp,65.9
"Bossier, LA",Temp,65.9
"Caddo, LA",Temp,65.9
"Calcasieu, LA",Temp,69.4
"Caldwell, LA",Temp,65.6
"Cameron, LA",Temp,69.8
"Catahoula, LA",Temp,66.1
"Claiborne, LA",Temp,64.6
"Concordia, LA",Temp,66.3
"De Soto, LA",Temp,65.9
"East Baton Rouge, LA",Temp,68.8
"East Carroll, LA",Temp,65.8
"East Feliciana, LA",Temp,68.1
"Evangeline, LA",Temp,67.8
"Franklin, LA",Temp,65.7
"Grant, LA",Temp,66.2
"Iberia, LA",Temp,69.5
"Iberville, LA",Temp,69.0
"Jackson, LA",Temp,65.5
"Jefferson Davis, LA",Temp,69.0
"Jefferson, LA",Temp,70.8
"La Salle, LA",Temp,66.1
"Lafayette, LA",Temp,69.1
"Lafourche, LA",Temp,71.3
"Lincoln, LA",Temp,65.3
"Livingston, LA",Temp,68.9
"Madison, LA",Temp,66.2
"Morehouse, LA",Temp,65.5
"Natchitoches, LA",Temp,66.4
"Orleans, LA",Temp,70.1
"Ouachita, LA",Temp,65.3
"Plaquemines, LA",Temp,71.0
"Pointe Coupee, LA",Temp,68.2
"Rapides, LA",Temp,67.0
"Red River, LA",Temp,66.4
"Richland, LA",Temp,65.5
"Sabine, LA",Temp,66.1
"St. Bernard, LA",Temp,70.1
"St. Charles, LA",Temp,70.6
"St. Helena, LA",Temp,67.9
"St. James, LA",Temp,70.0
"St. John the Baptist, LA",Temp,70.0
"St. Landry, LA",Temp,68.2
"St. Martin, LA",Temp,69.4
"St. Mary, LA",Temp,70.3
"St. Tammany, LA",Temp,68.9
"Tangipahoa, LA",Temp,68.4
"Tensas, LA",Temp,66.1
"Terrebonne, LA",Temp,71.5
"Union, LA",Temp,65.2
"Vermilion, LA",Temp,69.6
"Vernon, LA",Temp,66.9
"Washington, LA",Temp,67.7
"Webster, LA",Temp,65.4
"West Baton Rouge, LA",Temp,68.8
"West Carroll, LA",Temp,65.6
"West Feliciana, LA",Temp,67.8
"Winn, LA",Temp,65.9
"Androscoggin, ME",Temp,43.5
"Aroostook, ME",Temp,37.1
"Cumberland, ME",Temp,44.4
"Franklin, ME",Temp,38.3
"Hancock, ME",Temp,43.2
"Kennebec, ME",Temp,43.4
"Knox, ME",Temp,43.6
"Lincoln, ME",Temp,44.2
"Oxford, ME",Temp,40.7
"Penobscot, ME",Temp,41.1
"Piscataquis, ME",Temp,38.2
"Sagadahoc, ME",Temp,44.5
"Somerset, ME",Temp,38.4
"Waldo, ME",Temp,43.0
"Washington, ME",Temp,42.6
"York, ME",Temp,45.1
"Allegany, MD",Temp,53.5
"Anne Arundel, MD",Temp,58.4
"Baltimore City, MD",Temp,58.0
"Baltimore, MD",Temp,55.7
"Calvert, MD",Temp,58.2
"Caroline, MD",Temp,57.5
"Carroll, MD",Temp,54.2
"Cecil, MD",Temp,55.9
"Charles, MD",Temp,58.6
"Dorchester, MD",Temp,58.6
"Frederick, MD",Temp,54.8
"Garrett, MD",Temp,49.7
"Harford, MD",Temp,55.5
"Howard, MD",Temp,55.9
"Kent, MD",Temp,57.0
"Montgomery, MD",Temp,56.3
"Prince George's, MD",Temp,57.9
"Queen Anne's, MD",Temp,57.3
"Somerset, MD",Temp,59.3
"St. Mary's, MD",Temp,58.4
"Talbot, MD",Temp,58.2
"Washington, MD",Temp,54.5
"Washington, D.C., MD",Temp,58.0
"Wicomico, MD",Temp,58.7
"Worcester, MD",Temp,59.1
"Barnstable, MA",Temp,50.8
"Berkshire, MA",Temp,45.3
"Bristol, MA",Temp,50.7
"Dukes, MA",Temp,51.2
"Essex, MA",Temp,48.9
"Franklin, MA",Temp,46.9
"Hampden, MA",Temp,48.3
"Hampshire, MA",Temp,47.5
"Middlesex, MA",Temp,49.4
"Nantucket, MA",Temp,50.7
"Norfolk, MA",Temp,50.2
"Plymouth, MA",Temp,50.6
"Suffolk, MA",Temp,50.6
"Worcester, MA",Temp,48.2
"Alcona, MI",Temp,43.1
"Alger, MI",Temp,39.4
"Allegan, MI",Temp,47.9
"Alpena, MI",Temp,42.9
"Antrim, MI",Temp,42.7
"Arenac, MI",Temp,45.1
"Baraga, MI",Temp,37.7
"Barry, MI",Temp,47.5
"Bay, MI",Temp,46.5
"Benzie, MI",Temp,43.8
"Berrien, MI",Temp,48.7
"Branch, MI",Temp,48.5
"Calhoun, MI",Temp,48.2
"Cass, MI",Temp,48.3
"Charlevoix, MI",Temp,42.4
"Cheboygan, MI",Temp,41.6
"Chippewa, MI",Temp,39.1
"Clare, MI",Temp,43.7
"Clinton, MI",Temp,47.3
"Crawford, MI",Temp,42.1
"Delta, MI",Temp,40.4
"Dickinson, MI",Temp,39.2
"Eaton, MI",Temp,47.5
"Emmet, MI",Temp,41.7
"Genesee, MI",Temp,47.5
"Gladwin, MI",Temp,44.7
"Gogebic, MI",Temp,37.6
"Grand Traverse, MI",Temp,43.8
"Gratiot, MI",Temp,46.8
"Hillsdale, MI",Temp,48.0
"Houghton, MI",Temp,39.1
"Huron, MI",Temp,45.4
"Ingham, MI",Temp,47.4
"Ionia, MI",Temp,47.0
"Iosco, MI",Temp,44.1
"Iron, MI",Temp,37.5
"Isabella, MI",Temp,45.4
"Jackson, MI",Temp,47.8
"Kalamazoo, MI",Temp,48.3
"Kalkaska, MI",Temp,42.6
"Kent, MI",Temp,46.9
"Keweenaw, MI",Temp,38.8
"Lake, MI",Temp,44.0
"Lapeer, MI",Temp,47.1
"Leelanau, MI",Temp,43.8
"Lenawee, MI",Temp,48.9
"Livingston, MI",Temp,47.4
"Luce, MI",Temp,38.7
"Mackinac, MI",Temp,39.9
"Macomb, MI",Temp,49.0
"Manistee, MI",Temp,44.1
"Marquette, MI",Temp,38.2
"Mason, MI",Temp,44.6
"Mecosta, MI",Temp,44.4
"Menominee, MI",Temp,40.8
"Midland, MI",Temp,46.4
"Missaukee, MI",Temp,42.7
"Monroe, MI",Temp,50.1
"Montcalm, MI",Temp,45.8
"Montmorency, MI",Temp,41.8
"Muskegon, MI",Temp,46.8
"Newaygo, MI",Temp,45.1
"Oakland, MI",Temp,47.9
"Oceana, MI",Temp,45.3
"Ogemaw, MI",Temp,43.3
"Ontonagon, MI",Temp,38.6
"Osceola, MI",Temp,43.1
"Oscoda, MI",Temp,42.2
"Otsego, MI",Temp,41.0
"Ottawa, MI",Temp,47.6
"Presque Isle, MI",Temp,42.0
"Roscommon, MI",Temp,43.0
"Saginaw, MI",Temp,47.3
"Sanilac, MI",Temp,46.2
"Schoolcraft, MI",Temp,40.0
"Shiawassee, MI",Temp,47.3
"St. Clair, MI",Temp,48.3
"St. Joseph, MI",Temp,48.5
"Tuscola, MI",Temp,46.5
"Van Buren, MI",Temp,48.2
"Washtenaw, MI",Temp,47.9
"Wayne, MI",Temp,49.5
"Wexford, MI",Temp,43.0
"Aitkin, MN",Temp,38.1
"Anoka, MN",Temp,42.4
"Becker, MN",Temp,37.3
"Beltrami, MN",Temp,36.5
"Benton, MN",Temp,40.6
"Big Stone, MN",Temp,41.2
"Blue Earth, MN",Temp,43.3
"Brown, MN",Temp,42.7
"Carlton, MN",Temp,37.6
"Carver, MN",Temp,42.8
"Cass, MN",Temp,38.4
"Chippewa, MN",Temp,41.9
"Chisago, MN",Temp,41.6
"Clay, MN",Temp,38.4
"Clearwater, MN",Temp,36.4
"Cook, MN",Temp,34.4
"Cottonwood, MN",Temp,41.9
"Crow Wing, MN",Temp,39.3
"Dakota, MN",Temp,43.4
"Dodge, MN",Temp,42.3
"Douglas, MN",Temp,39.1
"Faribault, MN",Temp,43.3
"Fillmore, MN",Temp,42.7
"Freeborn, MN",Temp,42.8
"Goodhue, MN",Temp,42.9
"Grant, MN",Temp,40.0
"Hennepin, MN",Temp,42.9
"Houston, MN",Temp,44.3
"Hubbard, MN",Temp,37.6
"Isanti, MN",Temp,41.5
"Itasca, MN",Temp,36.8
"Jackson, MN",Temp,42.4
"Kanabec, MN",Temp,40.2
"Kandiyohi, MN",Temp,41.0
"Kittson, MN",Temp,36.7
"Koochiching, MN",Temp,36.0
"Lac qui Parle, MN",Temp,42.0
"Lake, MN",Temp,35.4
"Lake of the Woods, MN",Temp,36.4
"Le Sueur, MN",Temp,43.2
"Lincoln, MN",Temp,40.9
"Lyon, MN",Temp,41.8
"Mahnomen, MN",Temp,36.6
"Marshall, MN",Temp,36.7
"Martin, MN",Temp,42.9
"McLeod, MN",Temp,42.2
"Meeker, MN",Temp,41.0
"Mille Lacs, MN",Temp,40.3
"Morrison, MN",Temp,39.8
"Mower, MN",Temp,42.5
"Murray, MN",Temp,41.4
"Nicollet, MN",Temp,43.3
"Nobles, MN",Temp,42.3
"Norman, MN",Temp,37.7
"Olmsted, MN",Temp,42.5
"Otter Tail, MN",Temp,38.6
"Pennington, MN",Temp,36.6
"Pine, MN",Temp,39.5
"Pipestone, MN",Temp,41.5
"Polk, MN",Temp,37.3
"Pope, MN",Temp,40.2
"Ramsey, MN",Temp,43.1
"Red Lake, MN",Temp,36.9
"Redwood, MN",Temp,42.1
"Renville, MN",Temp,42.1
"Rice, MN",Temp,42.7
"Rock, MN",Temp,43.1
"Roseau, MN",Temp,36.3
"Scott, MN",Temp,43.3
"Sherburne, MN",Temp,41.3
"Sibley, MN",Temp,43.0
"St. Louis, MN",Temp,36.2
"Stearns, MN",Temp,40.3
"Steele, MN",Temp,42.5
"Stevens, MN",Temp,40.5
"Swift, MN",Temp,41.3
"Todd, MN",Temp,39.2
"Traverse, MN",Temp,40.6
"Wabasha, MN",Temp,43.3
"Wadena, MN",Temp,38.7
"Waseca, MN",Temp,42.8
"Washington, MN",Temp,42.9
"Watonwan, MN",Temp,42.8
"Wilkin, MN",Temp,39.8
"Winona, MN",Temp,43.6
"Wright, MN",Temp,41.7
"Yellow Medicine, MN",Temp,42.1
"Adams, MS",Temp,66.1
"Alcorn, MS",Temp,61.2
"Amite, MS",Temp,66.8
"Attala, MS",Temp,63.9
"Benton, MS",Temp,61.6
"Bolivar, MS",Temp,63.8
"Calhoun, MS",Temp,63.4
"Carroll, MS",Temp,64.3
"Chickasaw, MS",Temp,63.6
"Choctaw, MS",Temp,63.2
"Claiborne, MS",Temp,66.3
"Clarke, MS",Temp,66.4
"Clay, MS",Temp,64.0
"Coahoma, MS",Temp,63.4
"Copiah, MS",Temp,66.3
"Covington, MS",Temp,66.4
"DeSoto, MS",Temp,62.3
"Forrest, MS",Temp,67.3
"Franklin, MS",Temp,66.1
"George, MS",Temp,68.0
"Greene, MS",Temp,67.4
"Grenada, MS",Temp,63.8
"Hancock, MS",Temp,68.3
"Harrison, MS",Temp,67.9
"Hinds, MS",Temp,66.2
"Holmes, MS",Temp,65.3
"Humphreys, MS",Temp,66.1
"Issaquena, MS",Temp,66.0
"Itawamba, MS",Temp,62.9
"Jackson, MS",Temp,68.4
"Jasper, MS",Temp,66.0
"Jefferson, MS",Temp,65.9
"Jefferson Davis, MS",Temp,66.4
"Jones, MS",Temp,66.6
"Kemper, MS",Temp,65.0
"Lafayette, MS",Temp,62.7
"Lamar, MS",Temp,67.1
"Lauderdale, MS",Temp,66.1
"Lawrence, MS",Temp,66.6
"Leake, MS",Temp,64.2
"Lee, MS",Temp,63.2
"Leflore, MS",Temp,65.0
"Lincoln, MS",Temp,66.1
"Lowndes, MS",Temp,64.3
"Madison, MS",Temp,65.3
"Marion, MS",Temp,67.2
"Marshall, MS",Temp,61.9
"Monroe, MS",Temp,63.5
"Montgomery, MS",Temp,63.1
"Neshoba, MS",Temp,64.0
"Newton, MS",Temp,65.4
"Noxubee, MS",Temp,64.7
"Oktibbeha, MS",Temp,64.1
"Panola, MS",Temp,62.9
"Pearl River, MS",Temp,67.5
"Perry, MS",Temp,67.4
"Pike, MS",Temp,66.8
"Pontotoc, MS",Temp,63.1
"Prentiss, MS",Temp,62.0
"Quitman, MS",Temp,63.4
"Rankin, MS",Temp,65.3
"Scott, MS",Temp,64.7
"Sharkey, MS",Temp,66.0
"Simpson, MS",Temp,65.8
"Smith, MS",Temp,65.6
"Stone, MS",Temp,67.3
"Sunflower, MS",Temp,64.6
"Tallahatchie, MS",Temp,64.0
"Tate, MS",Temp,62.4
"Tippah, MS",Temp,61.5
"Tishomingo, MS",Temp,61.6
"Tunica, MS",Temp,62.9
"Union, MS",Temp,62.5
"Walthall, MS",Temp,67.0
"Warren, MS",Temp,66.5
"Washington, MS",Temp,65.0
"Wayne, MS",Temp,66.4
"Webster, MS",Temp,63.2
"Wilkinson, MS",Temp,66.9
"Winston, MS",Temp,63.8
"Yalobusha, MS",Temp,63.3
"Yazoo, MS",Temp,66.1
"Adair, MO",Temp,51.1
"Andrew, MO",Temp,51.4
"Atchison, MO",Temp,50.5
"Audrain, MO",Temp,53.2
"Barry, MO",Temp,56.8
"Barton, MO",Temp,56.0
"Bates, MO",Temp,55.3
"Benton, MO",Temp,55.2
"Bollinger, MO",Temp,56.7
"Boone, MO",Temp,54.3
"Buchanan, MO",Temp,52.3
"Butler, MO",Temp,58.5
"Caldwell, MO",Temp,52.1
"Callaway, MO",Temp,54.7
"Camden, MO",Temp,56.2
"Cape Girardeau, MO",Temp,57.2
"Carroll, MO",Temp,52.8
"Carter, MO",Temp,57.1
"Cass, MO",Temp,54.5
"Cedar, MO",Temp,56.1
"Chariton, MO",Temp,53.1
"Christian, MO",Temp,56.3
"Clark, MO",Temp,50.7
"Clay, MO",Temp,53.4
"Clinton, MO",Temp,52.0
"Cole, MO",Temp,55.8
"Cooper, MO",Temp,54.4
"Crawford, MO",Temp,54.6
"Dade, MO",Temp,56.4
"Dallas, MO",Temp,55.4
"Daviess, MO",Temp,51.2
"DeKalb, MO",Temp,51.1
"Dent, MO",Temp,54.7
"Douglas, MO",Temp,56.5
"Dunklin, MO",Temp,60.1
"Franklin, MO",Temp,55.1
"Gasconade, MO",Temp,55.0
"Gentry, MO",Temp,50.7
"Greene, MO",Temp,56.2
"Grundy, MO",Temp,51.1
"Harrison, MO",Temp,50.4
"Henry, MO",Temp,55.3
"Hickory, MO",Temp,55.5
"Holt, MO",Temp,51.5
"Howard, MO",Temp,54.0
"Howell, MO",Temp,57.1
"Iron, MO",Temp,54.7
"Jackson, MO",Temp,54.0
"Jasper, MO",Temp,56.9
"Jefferson, MO",Temp,56.1
"Johnson, MO",Temp,54.4
"Knox, MO",Temp,50.9
"Laclede, MO",Temp,55.8
"Lafayette, MO",Temp,53.6
"Lawrence, MO",Temp,56.5
"Lewis, MO",Temp,51.4
"Lincoln, MO",Temp,54.0
"Linn, MO",Temp,51.8
"Livingston, MO",Temp,52.0
"Macon, MO",Temp,52.1
"Madison, MO",Temp,55.4
"Maries, MO",Temp,55.8
"Marion, MO",Temp,52.2
"McDonald, MO",Temp,58.1
"Mercer, MO",Temp,49.8
"Miller, MO",Temp,56.3
"Mississippi, MO",Temp,58.8
"Moniteau, MO",Temp,55.0
"Monroe, MO",Temp,52.8
"Montgomery, MO",Temp,54.1
"Morgan, MO",Temp,54.9
"New Madrid, MO",Temp,59.4
"Newton, MO",Temp,57.7
"Nodaway, MO",Temp,50.5
"Oregon, MO",Temp,57.8
"Osage, MO",Temp,55.6
"Ozark, MO",Temp,57.3
"Pemiscot, MO",Temp,60.5
"Perry, MO",Temp,56.4
"Pettis, MO",Temp,54.2
"Phelps, MO",Temp,55.5
"Pike, MO",Temp,53.1
"Platte, MO",Temp,53.4
"Polk, MO",Temp,55.9
"Pulaski, MO",Temp,56.2
"Putnam, MO",Temp,49.8
"Ralls, MO",Temp,52.7
"Randolph, MO",Temp,53.3
"Ray, MO",Temp,53.0
"Reynolds, MO",Temp,55.4
"Ripley, MO",Temp,58.0
"Saline, MO",Temp,53.8
"Schuyler, MO",Temp,50.3
"Scotland, MO",Temp,50.3
"Scott, MO",Temp,58.3
"Shannon, MO",Temp,56.5
"Shelby, MO",Temp,51.6
"St. Charles, MO",Temp,55.3
"St. Clair, MO",Temp,55.6
"St. Francois, MO",Temp,55.2
"St. Louis City, MO",Temp,56.3
"St. Louis, MO",Temp,55.9
"Ste. Genevieve, MO",Temp,56.1
"Stoddard, MO",Temp,58.6
"Stone, MO",Temp,57.0
"Sullivan, MO",Temp,50.6
"Taney, MO",Temp,57.2
"Texas, MO",Temp,55.6
"Vernon, MO",Temp,55.6
"Warren, MO",Temp,54.7
"Washington, MO",Temp,54.8
"Wayne, MO",Temp,56.8
"Webster, MO",Temp,55.2
"Worth, MO",Temp,50.0
"Wright, MO",Temp,55.5
"Beaverhead, MT",Temp,37.3
"Big Horn, MT",Temp,43.0
"Blaine, MT",Temp,40.4
"Broadwater, MT",Temp,41.4
"Carbon, MT",Temp,40.6
"Carter, MT",Temp,41.6
"Cascade, MT",Temp,40.5
"Chouteau, MT",Temp,41.2
"Custer, MT",Temp,42.8
"Daniels, MT",Temp,37.2
"Dawson, MT",Temp,41.0
"Deer Lodge, MT",Temp,37.5
"Fallon, MT",Temp,41.2
"Fergus, MT",Temp,41.5
"Flathead, MT",Temp,39.3
"Gallatin, MT",Temp,38.5
"Garfield, MT",Temp,41.7
"Glacier, MT",Temp,38.2
"Golden Valley, MT",Temp,40.8
"Granite, MT",Temp,38.7
"Hill, MT",Temp,39.2
"Jefferson, MT",Temp,40.2
"Judith Basin, MT",Temp,40.2
"Lake, MT",Temp,42.7
"Lewis and Clark, MT",Temp,39.3
"Liberty, MT",Temp,39.3
"Lincoln, MT",Temp,41.5
"Madison, MT",Temp,38.9
"McCone, MT",Temp,41.0
"Meagher, MT",Temp,38.5
"Mineral, MT",Temp,41.7
"Missoula, MT",Temp,40.6
"Musselshell, MT",Temp,42.6
