Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Number of Completed Surveys,Start Date,End Date,Location,Nurse Communication,Doctor Communication,Staff Responsiveness,Communication About Medicines,Discharge Information,Care Transition,Cleanliness,Quietness,Overall Hospital Rating,Recommend Hospital,Payment for heart attack patients,Payment for heart failure patients,Payment for pneumonia patients,Payment for hip/knee replacement patients,Value of care for heart attack patients,Value of care for heart failure patients,Value of care for pneumonia patients,Value of care for hip/knee replacement patients
10104.0,Grandview Medical Center,3690 GRANDVIEW PARKWAY,Birmingham,AL,35243,Jefferson,(205) 971-1000,1092,01/01/2018,12/31/2018,"3690 GRANDVIEW PARKWAY BIRMINGHAM, AL 35243 (33.434363, -86.720483)",92.0,93.0,85.0,79.0,85.0,83.0,86.0,88.0,90.0,92.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Mortality and Higher Payment,Average Complications and Lower Payment
10108.0,Prattville Baptist Hospital,124 S MEMORIAL DR,Prattville,AL,36067,Autauga,(334) 361-4267,456,01/01/2018,12/31/2018,"124 S MEMORIAL DR PRATTVILLE, AL 36067 (32.464423, -86.450936)",93.0,93.0,86.0,83.0,88.0,82.0,91.0,85.0,90.0,91.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Not Available,Average Mortality and Average Payment,Better Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
10109.0,Pickens County Medical Center,241 ROBERT K WILSON DRIVE,Carrollton,AL,35447,Pickens,(205) 367-8111,77,01/01/2018,12/31/2018,"241 ROBERT K WILSON DRIVE CARROLLTON, AL 35447 (33.274807, -88.089673)",,,,,,,,,,,Not Available,No Different Than the National Average Payment,Less Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
10110.0,Bullock County Hospital,102 WEST CONECUH AVENUE,Union Springs,AL,36089,Bullock,(334) 738-2140,28,01/01/2018,12/31/2018,"102 WEST CONECUH AVENUE UNION SPRINGS, AL 36089 (32.146182, -85.71638)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available
10112.0,Bryan W. Whitfield Memorial Hospital,105 HIGHWAY 80 EAST,Demopolis,AL,36732,Marengo,(334) 289-4000,93,01/01/2018,12/31/2018,"105 HIGHWAY 80 EAST DEMOPOLIS, AL 36732 (32.503676, -87.836744)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
10113.0,Mobile Infirmary Medical Center,5 MOBILE INFIRMARY CIRCLE,Mobile,AL,36652,Mobile,(251) 435-4700,1502,01/01/2018,12/31/2018,"5 MOBILE INFIRMARY CIRCLE MOBILE, AL 36652 (30.696443, -88.081017)",91.0,92.0,87.0,84.0,89.0,82.0,88.0,83.0,88.0,89.0,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Worse Mortality and Average Payment,Average Complications and Average Payment
10114.0,"Medical West, An Affiliate Of Uab Health System",995 9TH AVENUE SOUTHWEST,Bessemer,AL,35021,Jefferson,(205) 481-7000,924,01/01/2018,12/31/2018,"995 9TH AVENUE SOUTHWEST BESSEMER, AL 35021 (33.373086, -86.991709)",89.0,92.0,82.0,74.0,84.0,80.0,84.0,83.0,87.0,85.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
10118.0,Vaughan Regional Medical Center Parkway Campus,1015 MEDICAL CENTER PARKWAY,Selma,AL,36701,Dallas,(334) 418-4100,251,01/01/2018,12/31/2018,"1015 MEDICAL CENTER PARKWAY SELMA, AL 36701 (32.430248, -87.055174)",88.0,91.0,84.0,75.0,81.0,79.0,84.0,86.0,83.0,81.0,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Not Available
10120.0,Monroe County Hospital,"2016 SOUTH ALABAMA AVENUE, BOX 886",Monroeville,AL,36460,Monroe,(251) 575-3111,163,01/01/2018,12/31/2018,"2016 SOUTH ALABAMA AVENUE, BOX 886 MONROEVILLE, AL 36460 (31.497839, -87.319411)",95.0,96.0,94.0,84.0,90.0,83.0,90.0,89.0,92.0,90.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
10125.0,Lakeland Community Hospital,42024 HIGHWAY 195 E,Haleyville,AL,35565,Winston,(205) 485-7117,200,01/01/2018,12/31/2018,"42024 HIGHWAY 195 E HALEYVILLE, AL 35565 (34.241718, -87.589857)",94.0,93.0,89.0,81.0,86.0,84.0,93.0,89.0,90.0,90.0,Not Available,No Different Than the National Average Payment,Less Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
10126.0,Troy Regional Medical Center,1330 HIGHWAY 231 SOUTH,Troy,AL,36081,Pike,(334) 670-5000,296,01/01/2018,12/31/2018,"1330 HIGHWAY 231 SOUTH TROY, AL 36081 (31.780322, -85.945529)",93.0,93.0,90.0,85.0,87.0,81.0,85.0,86.0,88.0,87.0,Number of Cases Too Small,Less Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Lower Payment,Worse Mortality and Lower Payment,Average Complications and Average Payment
10128.0,Jackson Medical Center,220 HOSPITAL DRIVE,Jackson,AL,36545,Clarke,(251) 246-9021,85,01/01/2018,12/31/2018,"220 HOSPITAL DRIVE JACKSON, AL 36545 (31.530482, -87.89318)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
10129.0,North Baldwin Infirmary,1815 HAND AVENUE,Bay Minette,AL,36507,Baldwin,(251) 937-5521,360,01/01/2018,12/31/2018,"1815 HAND AVENUE BAY MINETTE, AL 36507 (30.902492, -87.783318)",93.0,94.0,90.0,84.0,88.0,83.0,90.0,88.0,89.0,90.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
10130.0,St Vincent'S St Clair,7063 VETERANS PARKWAY,Pell City,AL,35125,St. Clair,(205) 338-3301,360,01/01/2018,12/31/2018,"7063 VETERANS PARKWAY PELL CITY, AL 35125 (33.605568, -86.30238)",93.0,94.0,89.0,86.0,88.0,85.0,91.0,85.0,91.0,92.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
10131.0,Crestwood Medical Center,ONE HOSPITAL DR SE,Huntsville,AL,35801,Madison,(256) 882-3100,772,01/01/2018,12/31/2018,"ONE HOSPITAL DR SE HUNTSVILLE, AL 35801",89.0,91.0,82.0,77.0,88.0,82.0,85.0,85.0,87.0,88.0,Less Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
10138.0,Hill Hospital Of Sumter County,751 DERBY DRIVE,York,AL,36925,Sumter,(205) 392-5263,Not Available,01/01/2018,12/31/2018,"751 DERBY DRIVE YORK, AL 36925 (32.491825, -88.296081)",,,,,,,,,,,Not Available,Number of Cases Too Small,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available
10139.0,Brookwood Baptist Medical Center,2010 BROOKWOOD MEDICAL CENTER DRIVE,Birmingham,AL,35209,Jefferson,(205) 877-1000,1246,01/01/2018,12/31/2018,"2010 BROOKWOOD MEDICAL CENTER DRIVE BIRMINGHAM, AL 35209 (33.46291, -86.77685)",90.0,91.0,86.0,80.0,88.0,82.0,86.0,83.0,87.0,87.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
10144.0,Springhill Memorial Hospital,3719 DAUPHIN STREET,Mobile,AL,36608,Mobile,(251) 344-9630,2741,01/01/2018,12/31/2018,"3719 DAUPHIN STREET MOBILE, AL 36608 (30.685946, -88.131719)",91.0,92.0,86.0,80.0,88.0,82.0,87.0,84.0,89.0,90.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
10148.0,Evergreen Medical Center,101 CRESTVIEW AVENUE,Evergreen,AL,36401,Conecuh,(251) 578-2480,250,01/01/2018,12/31/2018,"101 CRESTVIEW AVENUE EVERGREEN, AL 36401 (31.43126, -86.94205)",89.0,94.0,84.0,83.0,88.0,80.0,86.0,88.0,86.0,86.0,Number of Cases Too Small,Less Than the National Average Payment,Less Than the National Average Payment,Not Available,Not Available,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Not Available
10149.0,Baptist Medical Center East,400 TAYLOR ROAD,Montgomery,AL,36117,Montgomery,(334) 244-8330,481,01/01/2018,12/31/2018,"400 TAYLOR ROAD MONTGOMERY, AL 36117 (32.376821, -86.172095)",91.0,92.0,85.0,76.0,84.0,82.0,87.0,86.0,89.0,91.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
10150.0,L V Stabler Memorial Hospital,29 L V STABLER DRIVE,Greenville,AL,36037,Butler,(334) 382-2200,82,01/01/2018,12/31/2018,"29 L V STABLER DRIVE GREENVILLE, AL 36037 (31.82945, -86.64586)",,,,,,,,,,,Number of Cases Too Small,Less Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,Not Available,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Not Available
10157.0,Shoals Hospital,201 WEST AVALON AVENUE,Muscle Shoals,AL,35661,Colbert,(256) 386-1601,316,01/01/2018,12/31/2018,"201 WEST AVALON AVENUE MUSCLE SHOALS, AL 35661 (34.744941, -87.676511)",92.0,91.0,86.0,78.0,92.0,84.0,89.0,86.0,90.0,91.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
10158.0,Russellville Hospital,15155 HIGHWAY 43,Russellville,AL,35653,Franklin,(256) 332-1611,212,01/01/2018,12/31/2018,"15155 HIGHWAY 43 RUSSELLVILLE, AL 35653 (34.511165, -87.717585)",92.0,95.0,87.0,78.0,89.0,83.0,88.0,87.0,87.0,86.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
10164.0,Coosa Valley Medical Center,315 W HICKORY ST,Sylacauga,AL,35150,Talladega,(256) 249-5000,570,01/01/2018,12/31/2018,"315 W HICKORY ST SYLACAUGA, AL 35150 (33.164666, -86.254598)",90.0,93.0,83.0,80.0,87.0,80.0,88.0,85.0,87.0,85.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Worse Mortality and Average Payment,Average Complications and Higher Payment
10168.0,Jack Hughston Memorial Hospital,4401 RIVER CHASE DRIVE,Phenix City,AL,36867,Russell,(334) 732-3000,409,01/01/2018,12/31/2018,"4401 RIVER CHASE DRIVE PHENIX CITY, AL 36867 (32.509045, -85.005696)",95.0,94.0,91.0,84.0,88.0,86.0,92.0,94.0,94.0,95.0,Number of Cases Too Small,No Different Than the National Average Payment,Greater Than the National Average Payment,Less Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Complications and Lower Payment
10169.0,Atmore Community Hospital,401 MEDICAL PARK DRIVE,Atmore,AL,36502,Escambia,(251) 368-2500,267,01/01/2018,12/31/2018,"401 MEDICAL PARK DRIVE ATMORE, AL 36502 (31.01657, -87.479735)",90.0,93.0,87.0,80.0,89.0,80.0,87.0,85.0,85.0,83.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
10173.0,St Vincent'S Chilton,2030 LAY DAM ROAD,Clanton,AL,35045,Chilton,(205) 258-4400,160,01/01/2018,12/31/2018,"2030 LAY DAM ROAD CLANTON, AL 35045 (32.876585, -86.623511)",95.0,95.0,95.0,88.0,92.0,87.0,93.0,91.0,94.0,95.0,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available
11300.0,Washington County Hospital,14600 ST. STEPHENS AVENUE,Chatom,AL,36518,Washington,(251) 847-2223,44,01/01/2018,12/31/2018,"14600 ST. STEPHENS AVENUE CHATOM, AL 36518 (31.460296, -88.235291)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available
11302.0,Red Bay Hospital,211 HOSPITAL ROAD,Red Bay,AL,35582,Franklin,(256) 356-9532,75,01/01/2018,12/31/2018,"211 HOSPITAL ROAD RED BAY, AL 35582 (34.457425, -88.146934)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Not Available,Not Available,Not Available,Average Mortality and Average Payment,Not Available
11304.0,Choctaw General Hospital,"401 VANITY FAIR LANE, PO BOX 618",Butler,AL,36904,Choctaw,(205) 459-9100,Not Available,01/01/2018,12/31/2018,"401 VANITY FAIR LANE, PO BOX 618 BUTLER, AL 36904",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available
11305.0,St Vincents Blount,150 GILBREATH DRIVE,Oneonta,AL,35121,Blount,(205) 274-3000,128,01/01/2018,12/31/2018,"150 GILBREATH DRIVE ONEONTA, AL 35121 (33.932537, -86.493059)",90.0,91.0,90.0,87.0,83.0,81.0,89.0,86.0,89.0,88.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
11306.0,Tanner Medical Center-East Alabama,1032 MAIN STREET SOUTH,Wedowee,AL,36278,Randolph,(256) 357-2111,Not Available,01/01/2018,12/31/2018,"1032 MAIN STREET SOUTH WEDOWEE, AL 36278 (33.296666, -85.480028)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
13300.0,Children'S Hospital Of Alabama,1600 SEVENTH AVENUE SOUTH,Birmingham,AL,35233,Jefferson,(205) 939-9100,Not Available,01/01/2018,12/31/2018,"1600 SEVENTH AVENUE SOUTH BIRMINGHAM, AL 35233 (33.503222, -86.805381)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
13301.0,Usa Health Children'S & Women'S Hospital,1700 CENTER STREET,Mobile,AL,36604,Mobile,(251) 415-1000,Not Available,01/01/2018,12/31/2018,"1700 CENTER STREET MOBILE, AL 36604 (30.696082, -88.076883)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
20001.0,Providence Alaska Medical Center,3200 PROVIDENCE DRIVE,Anchorage,AK,99508,Anchorage,(907) 562-2211,1125,01/01/2018,12/31/2018,"3200 PROVIDENCE DRIVE ANCHORAGE, AK 99508 (61.189798, -149.817622)",91.0,91.0,84.0,77.0,89.0,82.0,87.0,80.0,90.0,91.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
