county_name,crime_rate_per_100000,IDNO,CPOPARST,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,INDEX,MODINDX,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,FIPS_ST,FIPS_CTY,State
Stephens ,140.586136,2765,9691,9691,2,2,100.0,13,114,0,4,0,9,41,69,4,1,9247,48,429,TX
Gratiot ,140.58330159999997,1271,42176,39290,6,5,100.0,59,624,0,25,1,33,121,489,14,5,41968,26,57,MI
Bailey ,140.56789430000003,2559,7356,7356,2,2,100.0,10,189,1,1,1,7,77,106,6,0,7114,48,17,TX
Kiowa ,140.54813769999998,278,1453,1453,1,1,100.0,2,1,0,0,0,2,0,0,1,0,1423,8,61,CO
Harrison ,140.4039313,1050,18825,18825,3,2,100.0,26,589,0,4,9,13,161,401,27,2,18518,21,97,KY
Franklin ,140.05325969999998,2297,149969,151055,11,12,100.0,213,2500,5,35,47,126,494,1927,79,16,152085,42,55,PA
Clearwater ,139.9090591,575,8761,8761,2,2,100.0,12,159,0,0,0,12,43,112,4,0,8577,16,35,ID
Orleans ,139.8652876,2845,27155,27155,3,3,100.0,38,472,0,13,0,25,174,273,25,3,27169,50,19,VT
Bell ,139.8601399,1008,28798,28798,4,3,100.0,39,995,0,5,22,13,167,787,41,4,27885,21,13,KY
Boone ,139.8241751,1009,122045,122045,5,3,100.0,174,3257,3,47,64,60,627,2453,177,17,124442,21,15,KY
Burleson ,139.7868251,2576,17509,17509,3,3,100.0,24,200,1,7,2,14,61,125,14,0,17169,48,51,TX
Aitkin ,139.75352560000002,1327,16324,16324,1,1,100.0,22,456,0,8,2,12,181,246,29,0,15742,27,1,MN
Scioto ,139.4700139,2139,79272,79272,4,4,100.0,109,2929,0,15,49,45,770,2046,114,23,78153,39,145,OH
St. John the Baptist ,139.39352390000002,1169,45488,45488,1,1,100.0,61,1308,8,3,26,24,423,812,73,1,43761,22,95,LA
Sauk ,139.3242773,3138,62266,60809,6,6,100.0,88,1911,1,21,7,59,225,1646,40,7,63162,55,111,WI
Towns ,139.2628354,532,10724,10724,3,3,100.0,15,195,0,0,1,14,38,152,5,0,10771,13,281,GA
Latimer ,139.21113689999999,2193,11224,11224,2,2,100.0,15,87,0,1,0,14,22,48,17,5,10775,40,77,OK
Lee ,138.9716101,2902,25423,25423,4,4,100.0,35,428,1,1,11,22,115,311,2,6,25185,51,105,VA
Graves ,138.8480948,1043,37614,36972,5,3,100.0,52,496,6,10,7,29,215,242,40,2,37451,21,83,KY
Woodford ,138.47675569999998,1121,25008,25008,4,2,100.0,35,742,0,12,7,16,186,524,32,6,25275,21,239,KY
Wayne ,138.41878169999998,1907,93940,93940,16,10,99.7687,128,1616,1,20,17,90,431,1145,39,4,92473,36,117,NY
Archer ,138.2329225,2555,8974,8974,3,3,100.0,12,96,0,0,0,12,27,54,15,0,8681,48,9,TX
St. Charles ,138.1544599,1589,366098,366098,12,13,100.0,516,6770,4,36,65,410,825,5761,184,42,373495,29,183,MO
Bureau ,138.0079868,608,34618,32582,8,4,100.0,47,518,0,9,3,35,140,368,10,7,34056,17,11,IL
Anoka ,137.83597519999998,1328,335458,335277,12,12,100.0,468,9310,1,112,88,267,1265,7687,358,34,339534,27,3,MN
Val Verde ,137.7948707,2783,49841,49841,2,2,100.0,67,849,1,0,10,56,207,624,18,8,48623,48,465,TX
Hardin ,137.6067886,838,17494,17494,3,3,100.0,24,322,0,2,1,21,68,247,7,2,17441,19,83,IA
Ontario ,137.4847621,1883,109111,109111,14,8,98.4433,150,2031,2,36,22,90,434,1556,41,0,109103,36,69,NY
Isle of Wight ,137.4242764,2896,35746,35746,4,4,100.0,49,597,4,3,11,31,106,468,23,6,35656,51,93,VA
Allegany ,137.1884679,1850,49041,49041,16,12,91.2057,66,823,2,9,3,52,217,585,20,2,48109,36,3,NY
Cheshire ,137.0578253,1785,77065,53371,17,11,100.0,105,1348,0,14,18,73,220,1087,41,9,76610,33,5,NH
Lorain ,137.0419414,2113,306316,255437,14,10,82.0936,415,5651,5,53,175,182,2196,3263,192,50,302827,39,93,OH
Delaware ,136.9804375,1861,48631,47816,14,10,100.0,64,711,1,11,7,45,175,518,18,2,46722,36,25,NY
Benton ,136.8769248,708,8881,2325,3,2,100.0,12,53,0,3,0,9,16,37,0,0,8767,18,7,IN
Clark ,136.79890559999998,908,2154,2154,1,1,100.0,3,32,0,0,0,3,13,18,1,0,2193,20,25,KS
Cass ,136.7751878,1256,52025,46179,5,5,100.0,71,922,3,23,2,43,350,539,33,7,51910,26,27,MI
Greene ,136.5862849,1951,21770,21770,3,1,100.0,29,403,0,9,3,17,202,174,27,3,21232,37,79,NC
Idaho ,136.5103003,582,16553,16557,3,4,100.0,22,136,0,0,0,22,48,81,7,1,16116,16,49,ID
Manitowoc ,136.3850522,3117,81496,81183,7,7,100.0,110,1557,0,8,14,88,252,1258,47,4,80654,55,71,WI
Coal ,136.3558889,2169,5964,5964,2,2,100.0,8,76,0,2,0,6,22,49,5,1,5867,40,29,OK
Red River ,136.3271852,2744,12893,12893,3,3,100.0,17,217,0,1,3,13,105,101,11,0,12470,48,387,TX
Hale ,136.3105284,33,16218,15483,3,3,88.1176,21,147,0,3,2,16,66,67,14,1,15406,1,65,AL
Calhoun ,136.2212233,332,14951,14951,13,7,100.0,20,114,0,2,0,18,33,75,6,0,14682,12,13,FL
Bollinger ,136.1088871,1506,12379,12379,2,2,100.0,17,125,1,1,0,15,42,81,2,0,12490,29,17,MO
Reeves ,136.0544218,2745,13963,13963,2,2,100.0,19,306,2,0,3,14,44,249,13,3,13965,48,389,TX
Charlton ,135.79781210000002,417,13565,13565,3,3,100.0,18,193,0,2,1,15,45,141,7,2,13255,13,49,GA
Baca ,135.7957632,251,3848,3848,4,4,100.0,5,12,0,0,0,5,2,10,0,0,3682,8,9,CO
Arlington ,135.6122113,2857,218385,218385,4,3,100.0,305,4349,5,31,118,151,288,3804,257,4,224906,51,13,VA
Darke ,135.558271,2085,52806,50746,6,4,97.195,71,1088,0,6,12,53,338,712,37,3,52376,39,37,OH
Avery ,135.4937052,1917,17695,17746,7,7,99.868,24,252,0,0,1,23,61,184,7,5,17713,37,11,NC
Rice ,135.2826331,1392,65986,64822,3,3,100.0,88,1318,0,17,18,53,248,1029,41,21,65049,27,131,MN
Clay ,135.1774616,1340,60187,60187,3,3,100.0,82,1145,0,22,5,55,191,916,38,18,60661,27,27,MN
Douglas ,134.65494669999998,2242,108253,108253,8,6,100.0,144,3194,1,35,37,71,658,2349,187,29,106940,41,19,OR
Pike ,134.0376882,767,12768,10398,3,2,100.0,17,286,1,0,0,16,37,240,9,0,12683,18,125,IN
Goliad ,133.9584729,2638,7351,7351,1,1,100.0,10,116,0,3,2,5,39,74,3,0,7465,48,175,TX
Walthall ,133.949501,1488,15439,15439,2,3,9.5532,20,198,1,2,2,16,83,103,11,2,14931,28,147,MS
Dunn ,133.72013959999998,3098,44084,44084,4,4,78.3744,59,746,0,6,1,52,126,588,32,1,44122,55,33,WI
Roger Mills ,133.5826877,2219,3725,3725,1,1,100.0,5,41,0,0,1,4,3,36,2,0,3743,40,129,OK
Washington ,133.5818577,1201,32662,32662,10,9,100.0,43,600,0,3,1,39,245,334,21,5,32190,23,29,ME
Lamar ,133.4644563,38,14368,14368,4,4,74.0506,19,147,0,2,2,14,32,108,7,0,14236,1,75,AL
Love ,133.4428249,2197,9444,9444,2,2,100.0,13,123,0,1,1,11,29,89,5,0,9742,40,85,OK
Ohio ,133.4000334,1093,24164,24164,6,5,100.0,32,295,3,7,1,21,132,136,26,7,23988,21,183,KY
Montague ,133.3128237,2719,20005,18947,4,3,100.0,26,491,0,4,2,20,109,356,26,0,19503,48,337,TX
Sitka City and ,133.037694,87,9060,9060,1,1,100.0,12,143,0,1,1,10,17,120,6,0,9020,2,220,AK
Otsego ,132.9377624,1887,62251,62251,8,5,98.1368,82,936,0,15,14,54,195,716,25,14,61683,36,77,NY
Trigg ,132.93220459999998,1112,14341,14341,4,2,100.0,19,206,0,4,2,12,55,144,8,0,14293,21,221,KY
Cumberland ,132.7700241,1189,282615,282615,19,18,100.0,379,7381,1,70,137,171,1332,5831,218,47,285456,23,5,ME
Knox ,132.73161670000002,2688,3814,3814,2,2,100.0,5,33,0,0,0,5,7,25,1,0,3767,48,275,TX
Ionia ,132.66118329999998,1276,64025,60133,6,5,100.0,85,985,1,32,2,50,235,703,47,9,64073,26,67,MI
Carlton ,132.5437112,1335,35682,35682,3,3,100.0,47,885,1,15,3,28,132,724,29,7,35460,27,17,MN
Lawrence ,132.4769169,2428,24586,24586,5,5,100.0,33,666,0,10,0,23,66,585,15,0,24910,46,81,SD
Alcona ,132.3501607,1243,10808,10808,2,2,100.0,14,207,0,3,0,11,73,132,2,0,10578,26,1,MI
Itawamba ,132.28642140000002,1443,23382,23382,3,2,100.0,31,311,1,2,2,26,76,221,14,0,23434,28,57,MS
Vermillion ,132.2584708,787,16282,16282,3,3,100.0,21,167,0,1,1,19,53,107,7,1,15878,18,165,IN
Rio Blanco ,132.2168356,299,6876,6876,3,3,100.0,9,84,0,1,1,7,15,65,4,0,6807,8,103,CO
McCulloch ,132.0528211,2704,8414,8414,2,2,100.0,11,158,0,0,0,11,57,95,6,1,8330,48,307,TX
Trinity ,132.0086153,2778,14879,14879,2,2,100.0,19,193,1,1,1,16,71,112,10,1,14393,48,455,TX
Sanders ,132.00739240000001,1657,11520,11520,4,4,100.0,15,135,2,1,0,12,16,108,11,2,11363,30,89,MT
Somerset ,131.9916362,2325,77530,77530,17,16,100.0,101,798,2,11,8,80,209,561,28,14,76520,42,111,PA
Rusk ,131.9902744,3136,14658,14658,2,2,100.0,19,110,0,2,1,16,40,62,8,2,14395,55,107,WI
Lincoln ,131.6779533,1966,79712,79714,4,3,100.0,105,2020,3,7,16,79,649,1318,53,9,79740,37,109,NC
Williamsburg city,131.52702879999998,2985,14603,14603,3,3,100.0,20,472,0,2,8,10,37,423,12,1,15206,51,830,VA
Chippewa ,131.4705696,3090,60947,62939,6,7,100.0,83,1052,0,16,7,60,242,777,33,9,63132,55,17,WI
Holt ,131.3485114,1541,4823,4823,3,3,100.0,6,98,0,0,0,6,37,56,5,0,4568,29,87,MO
Osborne ,130.9586171,966,3867,3867,2,2,62.7877,5,93,0,1,0,4,23,64,5,0,3818,20,141,KS
Cortland ,130.6762496,1860,49629,49629,8,5,100.0,64,1041,1,11,19,33,249,772,20,7,48976,36,23,NY
Griggs ,130.66202090000002,2032,2426,2426,1,1,100.0,3,6,0,0,0,3,3,3,0,0,2296,38,39,ND
Clinton ,130.3118362,1261,73556,75524,9,11,81.0021,100,896,1,18,16,64,240,598,58,13,76739,26,37,MI
Clark ,130.2460203,1520,7032,7032,2,2,100.0,9,41,0,0,0,9,16,19,6,0,6910,29,45,MO
Manassas Park city,130.0390117,2968,15501,15501,2,2,100.0,21,234,0,1,1,19,20,201,13,0,16149,51,685,VA
Watauga ,129.8403727,2006,51941,51842,9,7,99.9195,68,907,1,4,6,57,201,680,26,4,52372,37,189,NC
Ramsey ,129.8251688,2048,11715,11715,2,2,100.0,15,346,0,5,2,8,64,266,16,1,11554,38,71,ND
Washington ,129.8066387,2847,59586,59586,15,14,97.8007,77,1591,1,21,9,46,358,1207,26,7,59319,50,23,VT
Lee ,129.80529209999997,151,10365,10365,2,2,100.0,13,259,0,2,6,5,87,158,14,2,10015,5,77,AR
Moffat ,129.74128059999998,288,13637,13637,2,2,100.0,17,284,1,4,0,12,47,230,7,4,13103,8,81,CO
Williamson ,129.7127717,2549,197247,190117,7,7,100.0,258,2307,2,24,28,204,372,1853,82,13,198901,47,187,TN
Merrimack ,129.38460600000002,1789,146860,122267,27,20,100.0,190,2772,0,38,33,119,431,2266,75,26,146849,33,13,NH
Highland ,129.333241,2102,43432,41686,6,4,100.0,56,1125,0,7,5,44,326,758,40,5,43299,39,71,OH
Lawrence ,129.3280818,150,17243,17243,4,4,97.9948,22,191,0,2,1,19,64,121,5,3,17011,5,75,AR
Nelson ,129.2407108,2044,3127,3127,1,1,100.0,4,30,0,0,0,4,11,11,8,0,3095,38,63,ND
Tucker ,129.16188290000002,3073,7021,7021,6,4,100.0,9,44,0,1,0,8,13,29,2,0,6968,54,93,WV
Summit ,129.1493595,306,28359,28359,6,6,100.0,37,859,1,17,2,17,68,771,20,7,28649,8,117,CO
Calumet ,128.98804850000002,3089,35830,49617,4,7,100.0,64,589,0,8,7,49,102,469,18,0,49617,55,15,WI
Shelby ,128.9126108,1107,43102,43102,5,3,100.0,57,885,2,8,20,28,320,523,42,5,44216,21,211,KY
Pondera ,128.8037353,1649,6301,6301,2,2,100.0,8,42,0,0,0,8,1,38,3,0,6211,30,73,MT
Campbell ,128.6947858,3157,47295,47295,2,2,100.0,62,1423,0,1,4,57,202,1171,50,13,48176,56,5,WY
Hood ,128.53227479999998,2661,52444,52444,3,3,100.0,68,1082,1,3,3,61,171,857,54,5,52905,48,221,TX
Dawson ,128.0621308,1694,24559,24559,5,5,100.0,31,491,0,13,0,18,104,365,22,2,24207,31,47,NE
Venango ,127.99821920000001,2330,54780,54772,10,9,100.0,69,810,3,22,5,39,125,665,20,2,53907,42,121,PA
Nemaha ,127.9401634,961,10172,10165,3,3,96.7388,13,92,0,1,0,12,23,59,10,0,10161,20,131,KS
Franklin ,127.88981799999999,1190,30769,30769,11,10,100.0,39,680,0,15,4,20,151,507,22,2,30495,23,7,ME
Huntington ,127.7486342,739,37328,37328,3,3,100.0,47,603,0,15,7,25,98,483,22,16,36791,18,69,IN
Susquehanna ,127.7018399,2327,43262,43262,14,13,96.29700000000001,54,505,2,21,16,15,210,271,24,9,42286,42,115,PA
Lewis ,127.6440554,3047,16416,16416,6,3,100.0,21,155,0,0,0,21,39,113,3,0,16452,54,41,WV
Wallace ,127.46972590000001,995,1535,1535,1,1,41.6667,2,2,0,2,0,0,0,2,0,0,1569,20,199,KS
Calloway ,127.46634089999999,1019,37639,37639,4,3,100.0,48,1075,3,7,11,27,327,704,44,6,37657,21,35,KY
Frio ,127.31801829999999,2632,17661,17661,3,3,100.0,23,369,0,2,4,17,146,217,6,3,18065,48,163,TX
Columbia ,127.2512239,2288,67585,67585,22,20,100.0,85,1520,3,23,9,50,306,1189,25,6,66797,42,37,PA
Prince Edward ,127.18182620000002,2921,24133,23600,4,4,100.0,29,491,1,9,6,13,81,395,15,1,22802,51,147,VA
Calvert ,127.0942929,1207,90118,90118,2,2,100.0,115,1704,2,8,22,83,400,1259,45,12,90484,24,9,MD
San Juan ,126.8950778,2824,15025,15025,3,3,100.0,19,153,0,2,1,16,41,108,4,0,14973,49,37,UT
